,CWE,CVE,CVSS_V3_baseScore,CVSS_V3_exploitabilityScore,CVSS_V3_attackComplexity,CVSS_V3_privilegesRequired,CVSS_V3_userInteraction
4680,CWE-125,CVE-2019-1412,5.5,1.8,LOW,LOW,NONE
4681,CWE-755,CVE-2019-14122,7.8,1.8,LOW,LOW,NONE
4682,CWE-20,CVE-2019-14123,7.8,1.8,LOW,LOW,NONE
4683,CWE-824,CVE-2019-14124,7.8,1.8,LOW,LOW,NONE
4684,CWE-120,CVE-2019-14127,9.8,3.9,LOW,NONE,NONE
4685,CWE-346,CVE-2019-1413,4.3,2.8,LOW,NONE,REQUIRED
4686,CWE-119,CVE-2019-14130,7.8,1.8,LOW,LOW,NONE
4687,CWE-129,CVE-2019-14131,9.8,3.9,LOW,NONE,NONE
4688,CWE-787,CVE-2019-14132,9.8,3.9,LOW,NONE,NONE
4689,CWE-125,CVE-2019-14134,9.8,3.9,LOW,NONE,NONE
4690,CWE-120,CVE-2019-14135,7.8,1.8,LOW,LOW,NONE
4691,NVD-CWE-noinfo,CVE-2019-1414,7.8,1.8,LOW,LOW,NONE
4692,NVD-CWE-noinfo,CVE-2019-1415,7.8,1.8,LOW,LOW,NONE
4693,CWE-362,CVE-2019-1416,7.0,1.0,HIGH,LOW,NONE
4694,NVD-CWE-noinfo,CVE-2019-1417,7.8,1.8,LOW,LOW,NONE
4695,CWE-200,CVE-2019-1418,3.3,1.8,LOW,LOW,NONE
4696,NVD-CWE-noinfo,CVE-2019-1419,8.8,2.8,LOW,NONE,REQUIRED
4697,CWE-787,CVE-2019-14192,9.8,3.9,LOW,NONE,NONE
4698,CWE-191,CVE-2019-14192,9.8,3.9,LOW,NONE,NONE
4699,CWE-787,CVE-2019-14193,9.8,3.9,LOW,NONE,NONE
4700,CWE-787,CVE-2019-14194,9.8,3.9,LOW,NONE,NONE
4701,CWE-787,CVE-2019-14195,9.8,3.9,LOW,NONE,NONE
4702,CWE-787,CVE-2019-14196,9.8,3.9,LOW,NONE,NONE
4703,CWE-125,CVE-2019-14197,9.1,3.9,LOW,NONE,NONE
4704,CWE-787,CVE-2019-14198,9.8,3.9,LOW,NONE,NONE
4705,CWE-191,CVE-2019-14199,9.8,3.9,LOW,NONE,NONE
4706,NVD-CWE-noinfo,CVE-2019-1420,7.8,1.8,LOW,LOW,NONE
4707,CWE-787,CVE-2019-14200,9.8,3.9,LOW,NONE,NONE
4708,CWE-787,CVE-2019-14201,9.8,3.9,LOW,NONE,NONE
4709,CWE-787,CVE-2019-14202,9.8,3.9,LOW,NONE,NONE
4710,CWE-787,CVE-2019-14203,9.8,3.9,LOW,NONE,NONE
4711,CWE-787,CVE-2019-14204,9.8,3.9,LOW,NONE,NONE
4712,CWE-200,CVE-2019-14205,7.5,3.9,LOW,NONE,NONE
4713,CWE-22,CVE-2019-14206,7.5,3.9,LOW,NONE,NONE
4714,CWE-835,CVE-2019-14207,7.5,3.9,LOW,NONE,NONE
4715,CWE-476,CVE-2019-14208,7.5,3.9,LOW,NONE,NONE
4716,CWE-787,CVE-2019-14209,9.8,3.9,LOW,NONE,NONE
4717,CWE-787,CVE-2019-14210,7.5,3.9,LOW,NONE,NONE
4718,CWE-20,CVE-2019-14211,7.5,3.9,LOW,NONE,NONE
4719,CWE-476,CVE-2019-14212,7.5,3.9,LOW,NONE,NONE
4720,NVD-CWE-noinfo,CVE-2019-14213,7.5,3.9,LOW,NONE,NONE
4721,NVD-CWE-noinfo,CVE-2019-14214,7.5,3.9,LOW,NONE,NONE
4722,CWE-119,CVE-2019-14215,7.5,3.9,LOW,NONE,NONE
4723,CWE-352,CVE-2019-14216,8.8,2.8,LOW,NONE,REQUIRED
4724,CWE-59,CVE-2019-1422,7.8,1.8,LOW,LOW,NONE
4725,CWE-200,CVE-2019-14220,6.5,2.0,LOW,LOW,NONE
4726,CWE-79,CVE-2019-14221,5.4,2.3,LOW,LOW,REQUIRED
4727,CWE-320,CVE-2019-14222,9.8,3.9,LOW,NONE,NONE
4728,CWE-601,CVE-2019-14223,6.1,2.8,LOW,NONE,REQUIRED
4729,CWE-502,CVE-2019-14224,7.2,1.2,LOW,HIGH,NONE
4730,CWE-918,CVE-2019-14225,5.4,2.8,LOW,LOW,NONE
4731,CWE-281,CVE-2019-14226,8.1,2.8,LOW,LOW,NONE
4732,CWE-79,CVE-2019-14227,6.1,2.8,LOW,NONE,REQUIRED
4733,CWE-79,CVE-2019-14228,6.1,2.8,LOW,NONE,REQUIRED
4734,CWE-352,CVE-2019-14228,6.1,2.8,LOW,NONE,REQUIRED
4735,CWE-59,CVE-2019-1423,7.8,1.8,LOW,LOW,NONE
4736,CWE-89,CVE-2019-14230,9.8,3.9,LOW,NONE,NONE
4737,CWE-89,CVE-2019-14231,9.8,3.9,LOW,NONE,NONE
4738,CWE-400,CVE-2019-14232,7.5,3.9,LOW,NONE,NONE
4739,CWE-400,CVE-2019-14233,7.5,3.9,LOW,NONE,NONE
4740,CWE-89,CVE-2019-14234,9.8,3.9,LOW,NONE,NONE
4741,CWE-674,CVE-2019-14235,7.5,3.9,LOW,NONE,NONE
4742,CWE-863,CVE-2019-14236,9.8,3.9,LOW,NONE,NONE
4743,CWE-863,CVE-2019-14237,9.8,3.9,LOW,NONE,NONE
4744,CWE-287,CVE-2019-14238,6.6,0.7,LOW,LOW,NONE
4745,CWE-287,CVE-2019-14239,6.6,0.7,LOW,LOW,NONE
4746,NVD-CWE-noinfo,CVE-2019-1424,8.1,2.2,HIGH,NONE,NONE
4747,CWE-352,CVE-2019-14240,8.1,2.8,LOW,NONE,REQUIRED
4748,CWE-22,CVE-2019-14240,8.1,2.8,LOW,NONE,REQUIRED
4749,CWE-835,CVE-2019-14241,7.5,3.9,LOW,NONE,NONE
4750,CWE-94,CVE-2019-14242,6.7,0.8,LOW,HIGH,NONE
4751,CWE-20,CVE-2019-14243,7.5,3.9,LOW,NONE,NONE
4752,CWE-639,CVE-2019-14245,6.5,2.8,LOW,LOW,NONE
4753,CWE-639,CVE-2019-14246,6.5,2.8,LOW,LOW,NONE
4754,CWE-787,CVE-2019-14247,5.5,1.8,LOW,NONE,REQUIRED
4755,CWE-476,CVE-2019-14248,5.5,1.8,LOW,NONE,REQUIRED
4756,CWE-369,CVE-2019-14249,6.5,2.8,LOW,NONE,REQUIRED
4757,CWE-59,CVE-2019-1425,6.5,2.8,LOW,NONE,REQUIRED
4758,CWE-787,CVE-2019-14250,5.5,1.8,LOW,NONE,REQUIRED
4759,CWE-190,CVE-2019-14250,5.5,1.8,LOW,NONE,REQUIRED
4760,CWE-22,CVE-2019-14251,7.5,3.9,LOW,NONE,NONE
4761,CWE-434,CVE-2019-14252,7.2,1.2,LOW,HIGH,NONE
4762,CWE-306,CVE-2019-14253,6.5,3.9,LOW,NONE,NONE
4763,CWE-89,CVE-2019-14254,9.8,3.9,LOW,NONE,NONE
4764,CWE-918,CVE-2019-14255,9.8,3.9,LOW,NONE,NONE
4765,CWE-264,CVE-2019-14257,7.8,1.8,LOW,LOW,NONE
4766,CWE-611,CVE-2019-14258,7.5,3.9,LOW,NONE,NONE
4767,CWE-78,CVE-2019-14259,8.0,2.1,LOW,LOW,NONE
4768,CWE-787,CVE-2019-1426,7.5,1.6,HIGH,NONE,REQUIRED
4769,CWE-78,CVE-2019-14260,8.0,2.1,LOW,LOW,NONE
4770,CWE-310,CVE-2019-14261,7.5,3.9,LOW,NONE,NONE
4771,CWE-400,CVE-2019-14262,7.5,3.9,LOW,NONE,NONE
4772,CWE-89,CVE-2019-14266,8.8,2.8,LOW,LOW,NONE
4773,CWE-787,CVE-2019-14267,7.8,1.8,LOW,NONE,REQUIRED
4774,CWE-532,CVE-2019-14268,6.5,2.8,LOW,LOW,NONE
4775,CWE-787,CVE-2019-1427,7.5,1.6,HIGH,NONE,REQUIRED
4776,NVD-CWE-noinfo,CVE-2019-14270,7.1,2.5,LOW,NONE,NONE
4777,CWE-94,CVE-2019-14271,9.8,3.9,LOW,NONE,NONE
4778,CWE-79,CVE-2019-14272,5.4,2.3,LOW,LOW,REQUIRED
4779,CWE-552,CVE-2019-14273,5.3,3.9,LOW,NONE,NONE
4780,CWE-787,CVE-2019-14274,5.5,1.8,LOW,NONE,REQUIRED
4781,CWE-787,CVE-2019-14275,5.5,1.8,LOW,NONE,REQUIRED
4782,CWE-611,CVE-2019-14276,6.5,2.8,LOW,LOW,NONE
4783,CWE-611,CVE-2019-14277,9.8,3.9,LOW,NONE,NONE
4784,CWE-200,CVE-2019-14278,5.3,3.9,LOW,NONE,NONE
4785,CWE-787,CVE-2019-1428,7.5,1.6,HIGH,NONE,REQUIRED
4786,CWE-200,CVE-2019-14280,5.3,3.9,LOW,NONE,NONE
4787,CWE-94,CVE-2019-14281,9.8,3.9,LOW,NONE,NONE
4788,CWE-94,CVE-2019-14282,9.8,3.9,LOW,NONE,NONE
4789,CWE-190,CVE-2019-14283,6.8,0.9,LOW,NONE,NONE
4790,CWE-125,CVE-2019-14283,6.8,0.9,LOW,NONE,NONE
4791,CWE-369,CVE-2019-14284,6.2,2.5,LOW,NONE,NONE
4792,CWE-79,CVE-2019-14286,6.1,2.8,LOW,NONE,REQUIRED
4793,CWE-755,CVE-2019-14287,8.8,2.8,LOW,LOW,NONE
4794,CWE-190,CVE-2019-14288,7.8,1.8,LOW,NONE,REQUIRED
4795,CWE-190,CVE-2019-14289,5.5,1.8,LOW,NONE,REQUIRED
4796,CWE-787,CVE-2019-1429,7.5,1.6,HIGH,NONE,REQUIRED
4797,CWE-416,CVE-2019-1429,7.5,1.6,HIGH,NONE,REQUIRED
4798,CWE-125,CVE-2019-14290,5.5,1.8,LOW,NONE,REQUIRED
4799,CWE-125,CVE-2019-14291,5.5,1.8,LOW,NONE,REQUIRED
4800,CWE-125,CVE-2019-14292,5.5,1.8,LOW,NONE,REQUIRED
4801,CWE-125,CVE-2019-14293,5.5,1.8,LOW,NONE,REQUIRED
4802,CWE-125,CVE-2019-14294,5.5,1.8,LOW,NONE,REQUIRED
4803,CWE-416,CVE-2019-14294,5.5,1.8,LOW,NONE,REQUIRED
4804,CWE-190,CVE-2019-14295,5.5,1.8,LOW,NONE,REQUIRED
4805,CWE-119,CVE-2019-14296,7.8,1.8,LOW,NONE,REQUIRED
4806,CWE-79,CVE-2019-14297,5.4,2.3,LOW,LOW,REQUIRED
4807,CWE-79,CVE-2019-14298,5.4,2.3,LOW,LOW,REQUIRED
4808,CWE-307,CVE-2019-14299,9.8,3.9,LOW,NONE,NONE
4809,NVD-CWE-noinfo,CVE-2019-1430,7.8,1.8,LOW,NONE,REQUIRED
4810,CWE-119,CVE-2019-14300,9.8,3.9,LOW,NONE,NONE
4811,CWE-200,CVE-2019-14301,7.5,3.9,LOW,NONE,NONE
4812,NVD-CWE-noinfo,CVE-2019-14302,6.8,0.9,LOW,NONE,NONE
4813,NVD-CWE-noinfo,CVE-2019-14303,7.5,3.9,LOW,NONE,NONE
4814,CWE-352,CVE-2019-14304,8.8,2.8,LOW,NONE,REQUIRED
4815,CWE-119,CVE-2019-14305,9.8,3.9,LOW,NONE,NONE
4816,NVD-CWE-noinfo,CVE-2019-14306,7.5,3.9,LOW,NONE,NONE
4817,CWE-119,CVE-2019-14307,9.8,3.9,LOW,NONE,NONE
4818,CWE-119,CVE-2019-14308,9.8,3.9,LOW,NONE,NONE
4819,CWE-798,CVE-2019-14309,7.5,3.9,LOW,NONE,NONE
4820,CWE-787,CVE-2019-14310,9.8,3.9,LOW,NONE,NONE
4821,CWE-22,CVE-2019-14312,6.5,2.8,LOW,LOW,NONE
4822,CWE-89,CVE-2019-14313,9.8,3.9,LOW,NONE,NONE
4823,CWE-89,CVE-2019-14314,9.8,3.9,LOW,NONE,NONE
4824,CWE-79,CVE-2019-14315,6.1,2.8,LOW,NONE,REQUIRED
4825,CWE-311,CVE-2019-14317,5.3,3.9,LOW,NONE,NONE
4826,CWE-417,CVE-2019-14318,5.9,2.2,HIGH,NONE,NONE
4827,CWE-319,CVE-2019-14319,6.5,2.8,LOW,NONE,NONE
4828,CWE-125,CVE-2019-1432,6.5,2.8,LOW,NONE,REQUIRED
4829,CWE-22,CVE-2019-14322,7.5,3.9,LOW,NONE,NONE
4830,CWE-787,CVE-2019-14323,7.5,3.9,LOW,NONE,NONE
4831,CWE-193,CVE-2019-14323,7.5,3.9,LOW,NONE,NONE
4832,CWE-276,CVE-2019-14326,7.8,1.8,LOW,LOW,NONE
4833,CWE-352,CVE-2019-14327,6.5,2.8,LOW,NONE,REQUIRED
4834,CWE-352,CVE-2019-14328,8.8,2.8,LOW,NONE,REQUIRED
4835,CWE-79,CVE-2019-14329,6.1,2.8,LOW,NONE,REQUIRED
4836,NVD-CWE-noinfo,CVE-2019-1433,7.8,1.8,LOW,LOW,NONE
4837,CWE-79,CVE-2019-14330,6.1,2.8,LOW,NONE,REQUIRED
4838,CWE-79,CVE-2019-14331,6.1,2.8,LOW,NONE,REQUIRED
4839,CWE-326,CVE-2019-14332,7.8,1.8,LOW,LOW,NONE
4840,NVD-CWE-noinfo,CVE-2019-14333,5.5,1.8,LOW,LOW,NONE
4841,CWE-295,CVE-2019-14334,5.5,1.8,LOW,LOW,NONE
4842,NVD-CWE-noinfo,CVE-2019-14335,5.5,1.8,LOW,LOW,NONE
4843,NVD-CWE-noinfo,CVE-2019-14336,5.5,1.8,LOW,LOW,NONE
4844,CWE-78,CVE-2019-14337,5.5,1.8,LOW,LOW,NONE
4845,CWE-79,CVE-2019-14338,6.1,2.8,LOW,NONE,REQUIRED
4846,CWE-200,CVE-2019-14339,5.5,1.8,LOW,NONE,REQUIRED
4847,NVD-CWE-noinfo,CVE-2019-1434,7.8,1.8,LOW,LOW,NONE
4848,CWE-79,CVE-2019-14343,5.4,2.3,LOW,LOW,REQUIRED
4849,CWE-79,CVE-2019-14344,6.1,2.8,LOW,NONE,REQUIRED
4850,NVD-CWE-noinfo,CVE-2019-14345,9.8,3.9,LOW,NONE,NONE
4851,CWE-352,CVE-2019-14346,8.8,2.8,LOW,NONE,REQUIRED
4852,CWE-425,CVE-2019-14347,8.8,2.8,LOW,LOW,NONE
4853,CWE-89,CVE-2019-14348,9.8,3.9,LOW,NONE,NONE
4854,CWE-79,CVE-2019-14349,6.1,2.8,LOW,NONE,REQUIRED
4855,NVD-CWE-noinfo,CVE-2019-1435,7.8,1.8,LOW,LOW,NONE
4856,CWE-79,CVE-2019-14350,6.1,2.8,LOW,NONE,REQUIRED
4857,CWE-307,CVE-2019-14351,8.8,2.8,LOW,LOW,NONE
4858,CWE-1236,CVE-2019-14352,7.8,1.8,LOW,NONE,REQUIRED
4859,CWE-200,CVE-2019-14353,4.2,0.5,HIGH,NONE,NONE
4860,CWE-200,CVE-2019-14354,2.4,0.9,LOW,NONE,NONE
4861,CWE-200,CVE-2019-14355,2.4,0.9,LOW,NONE,NONE
4862,CWE-200,CVE-2019-14356,5.3,3.9,LOW,NONE,NONE
4863,CWE-200,CVE-2019-14357,2.4,0.9,LOW,NONE,NONE
4864,CWE-200,CVE-2019-14358,4.6,0.9,LOW,NONE,NONE
4865,CWE-200,CVE-2019-14359,2.4,0.9,LOW,NONE,NONE
4866,CWE-200,CVE-2019-1436,5.5,1.8,LOW,LOW,NONE
4867,CWE-200,CVE-2019-14360,4.6,0.9,LOW,NONE,NONE
4868,CWE-22,CVE-2019-14362,5.4,2.8,LOW,LOW,NONE
4869,CWE-787,CVE-2019-14363,9.8,3.9,LOW,NONE,NONE
4870,CWE-79,CVE-2019-14364,6.1,2.8,LOW,NONE,REQUIRED
4871,CWE-200,CVE-2019-14365,7.5,3.9,LOW,NONE,NONE
4872,CWE-200,CVE-2019-14366,7.5,3.9,LOW,NONE,NONE
4873,CWE-200,CVE-2019-14367,7.5,3.9,LOW,NONE,NONE
4874,CWE-125,CVE-2019-14368,7.8,1.8,LOW,NONE,REQUIRED
4875,CWE-125,CVE-2019-14369,6.5,2.8,LOW,NONE,REQUIRED
4876,NVD-CWE-noinfo,CVE-2019-1437,7.8,1.8,LOW,LOW,NONE
4877,CWE-125,CVE-2019-14370,6.5,2.8,LOW,NONE,REQUIRED
4878,CWE-835,CVE-2019-14371,6.5,2.8,LOW,NONE,REQUIRED
4879,CWE-835,CVE-2019-14372,6.5,2.8,LOW,NONE,REQUIRED
4880,CWE-125,CVE-2019-14373,7.8,1.8,LOW,NONE,REQUIRED
4881,CWE-787,CVE-2019-14378,8.8,2.8,LOW,LOW,NONE
4882,CWE-755,CVE-2019-14378,8.8,2.8,LOW,LOW,NONE
4883,CWE-915,CVE-2019-14379,9.8,3.9,LOW,NONE,NONE
4884,NVD-CWE-noinfo,CVE-2019-1438,7.8,1.8,LOW,LOW,NONE
4885,CWE-125,CVE-2019-14380,6.5,2.8,LOW,NONE,REQUIRED
4886,CWE-476,CVE-2019-14381,7.5,3.9,LOW,NONE,NONE
4887,CWE-617,CVE-2019-14382,6.5,2.8,LOW,NONE,REQUIRED
4888,CWE-617,CVE-2019-14383,6.5,2.8,LOW,NONE,REQUIRED
4889,CWE-79,CVE-2019-14386,5.4,2.3,LOW,LOW,REQUIRED
4890,CWE-79,CVE-2019-14387,6.1,2.8,LOW,NONE,REQUIRED
4891,NVD-CWE-noinfo,CVE-2019-14388,7.5,3.9,LOW,NONE,NONE
4892,NVD-CWE-noinfo,CVE-2019-14389,7.8,1.8,LOW,LOW,NONE
4893,CWE-200,CVE-2019-1439,6.5,2.8,LOW,NONE,REQUIRED
4894,CWE-79,CVE-2019-14390,5.4,2.3,LOW,LOW,REQUIRED
4895,NVD-CWE-noinfo,CVE-2019-14391,3.3,1.8,LOW,LOW,NONE
4896,NVD-CWE-noinfo,CVE-2019-14392,8.8,2.8,LOW,LOW,NONE
4897,NVD-CWE-noinfo,CVE-2019-14393,5.3,1.8,LOW,LOW,NONE
4898,CWE-200,CVE-2019-14394,5.5,1.8,LOW,LOW,NONE
4899,CWE-200,CVE-2019-14395,3.3,1.8,LOW,LOW,NONE
4900,NVD-CWE-noinfo,CVE-2019-14396,3.3,1.8,LOW,LOW,NONE
4901,NVD-CWE-noinfo,CVE-2019-14397,5.3,3.9,LOW,NONE,NONE
4902,NVD-CWE-noinfo,CVE-2019-14398,8.8,2.8,LOW,LOW,NONE
4903,CWE-200,CVE-2019-14399,7.1,1.8,LOW,LOW,NONE
4904,CWE-200,CVE-2019-1440,5.5,1.8,LOW,LOW,NONE
4905,NVD-CWE-noinfo,CVE-2019-14400,7.8,1.8,LOW,LOW,NONE
4906,NVD-CWE-noinfo,CVE-2019-14401,8.8,2.8,LOW,LOW,NONE
4907,NVD-CWE-noinfo,CVE-2019-14402,3.3,1.8,LOW,LOW,NONE
4908,CWE-601,CVE-2019-14403,4.3,2.8,LOW,NONE,REQUIRED
4909,CWE-200,CVE-2019-14404,5.5,1.8,LOW,LOW,NONE
4910,NVD-CWE-noinfo,CVE-2019-14405,8.8,2.8,LOW,LOW,NONE
4911,CWE-79,CVE-2019-14406,6.1,2.8,LOW,NONE,REQUIRED
4912,CWE-200,CVE-2019-14407,2.7,1.2,LOW,HIGH,NONE
4913,NVD-CWE-noinfo,CVE-2019-14408,4.3,2.8,LOW,LOW,NONE
4914,CWE-200,CVE-2019-14409,5.5,1.8,LOW,LOW,NONE
4915,CWE-119,CVE-2019-1441,8.8,2.8,LOW,NONE,REQUIRED
4916,CWE-134,CVE-2019-14410,3.3,1.8,LOW,LOW,NONE
4917,NVD-CWE-noinfo,CVE-2019-14411,5.3,3.9,LOW,NONE,NONE
4918,CWE-134,CVE-2019-14412,3.3,1.8,LOW,LOW,NONE
4919,NVD-CWE-noinfo,CVE-2019-14413,4.3,2.8,LOW,LOW,NONE
4920,NVD-CWE-noinfo,CVE-2019-14414,3.3,1.8,LOW,LOW,NONE
4921,CWE-79,CVE-2019-14415,4.8,1.7,LOW,HIGH,REQUIRED
4922,NVD-CWE-noinfo,CVE-2019-14416,7.2,1.2,LOW,HIGH,NONE
4923,NVD-CWE-noinfo,CVE-2019-14417,7.2,1.2,LOW,HIGH,NONE
4924,CWE-22,CVE-2019-14418,8.8,2.8,LOW,LOW,NONE
4925,CWE-346,CVE-2019-1442,5.5,1.8,LOW,NONE,REQUIRED
4926,NVD-CWE-noinfo,CVE-2019-14422,8.8,2.8,LOW,NONE,REQUIRED
4927,CWE-94,CVE-2019-14423,8.8,2.8,LOW,LOW,NONE
4928,CWE-200,CVE-2019-14424,6.5,2.8,LOW,LOW,NONE
4929,CWE-79,CVE-2019-14427,6.1,2.8,LOW,NONE,REQUIRED
4930,CWE-434,CVE-2019-1443,6.5,2.8,LOW,LOW,NONE
4931,CWE-89,CVE-2019-14430,5.3,3.9,LOW,NONE,NONE
4932,CWE-787,CVE-2019-14431,9.8,3.9,LOW,NONE,NONE
4933,CWE-755,CVE-2019-14431,9.8,3.9,LOW,NONE,NONE
4934,CWE-287,CVE-2019-14432,8.8,2.8,LOW,NONE,REQUIRED
4935,CWE-200,CVE-2019-14433,6.5,2.8,LOW,LOW,NONE
4936,CWE-129,CVE-2019-14437,7.8,1.8,LOW,NONE,REQUIRED
4937,CWE-125,CVE-2019-14437,7.8,1.8,LOW,NONE,REQUIRED
4938,CWE-125,CVE-2019-14438,7.8,1.8,LOW,NONE,REQUIRED
4939,CWE-502,CVE-2019-14439,7.5,3.9,LOW,NONE,NONE
4940,NVD-CWE-noinfo,CVE-2019-14441,6.5,2.8,LOW,NONE,REQUIRED
4941,CWE-835,CVE-2019-14442,6.5,2.8,LOW,NONE,REQUIRED
4942,CWE-369,CVE-2019-14443,6.5,2.8,LOW,NONE,REQUIRED
4943,CWE-190,CVE-2019-14444,5.5,1.8,LOW,NONE,REQUIRED
4944,CWE-79,CVE-2019-14449,5.4,2.3,LOW,LOW,REQUIRED
4945,CWE-346,CVE-2019-1445,5.4,2.8,LOW,NONE,REQUIRED
4946,CWE-22,CVE-2019-14450,9.8,3.9,LOW,NONE,NONE
4947,CWE-434,CVE-2019-14451,9.8,3.9,LOW,NONE,NONE
4948,CWE-22,CVE-2019-14452,7.5,3.9,LOW,NONE,NONE
4949,NVD-CWE-noinfo,CVE-2019-14454,9.8,3.9,LOW,NONE,NONE
4950,CWE-79,CVE-2019-14456,5.4,2.3,LOW,LOW,REQUIRED
4951,CWE-120,CVE-2019-14457,9.8,3.9,LOW,NONE,NONE
4952,NVD-CWE-noinfo,CVE-2019-14458,7.5,3.9,LOW,NONE,NONE
4953,CWE-190,CVE-2019-14459,7.5,3.9,LOW,NONE,NONE
4954,CWE-200,CVE-2019-1446,5.5,1.8,LOW,NONE,REQUIRED
4955,CWE-125,CVE-2019-14462,9.8,3.9,LOW,NONE,NONE
4956,CWE-125,CVE-2019-14463,9.8,3.9,LOW,NONE,NONE
4957,CWE-787,CVE-2019-14464,5.5,1.8,LOW,NONE,REQUIRED
4958,CWE-787,CVE-2019-14465,7.8,1.8,LOW,NONE,REQUIRED
4959,CWE-502,CVE-2019-14466,6.5,2.8,LOW,LOW,NONE
4960,CWE-434,CVE-2019-14467,7.8,1.8,LOW,LOW,NONE
4961,CWE-119,CVE-2019-14468,7.8,1.8,LOW,NONE,REQUIRED
4962,CWE-79,CVE-2019-14469,5.4,2.3,LOW,LOW,REQUIRED
4963,CWE-346,CVE-2019-1447,5.4,2.8,LOW,NONE,REQUIRED
4964,CWE-79,CVE-2019-14470,6.1,2.8,LOW,NONE,REQUIRED
4965,CWE-79,CVE-2019-14471,6.1,2.8,LOW,NONE,REQUIRED
4966,CWE-79,CVE-2019-14472,6.1,2.8,LOW,NONE,REQUIRED
4967,CWE-862,CVE-2019-14473,8.8,2.8,LOW,LOW,NONE
4968,CWE-20,CVE-2019-14474,7.5,3.9,LOW,NONE,NONE
4969,CWE-862,CVE-2019-14475,7.5,3.9,LOW,NONE,NONE
4970,CWE-918,CVE-2019-14476,6.5,2.8,LOW,LOW,NONE
4971,CWE-522,CVE-2019-14477,5.5,1.8,LOW,LOW,NONE
4972,CWE-79,CVE-2019-14478,5.4,2.3,LOW,LOW,REQUIRED
4973,CWE-732,CVE-2019-14479,8.8,2.8,LOW,LOW,NONE
4974,NVD-CWE-noinfo,CVE-2019-1448,7.8,1.8,LOW,NONE,REQUIRED
4975,CWE-287,CVE-2019-14480,9.8,3.9,LOW,NONE,NONE
4976,CWE-352,CVE-2019-14481,5.4,2.8,LOW,NONE,REQUIRED
4977,CWE-798,CVE-2019-14482,9.8,3.9,LOW,NONE,NONE
4978,CWE-522,CVE-2019-14483,8.8,2.8,LOW,LOW,NONE
4979,CWE-119,CVE-2019-14486,7.8,1.8,LOW,NONE,REQUIRED
4980,NVD-CWE-noinfo,CVE-2019-1449,9.8,3.9,LOW,NONE,NONE
4981,CWE-125,CVE-2019-14491,8.2,3.9,LOW,NONE,NONE
4982,CWE-787,CVE-2019-14492,7.5,3.9,LOW,NONE,NONE
4983,CWE-125,CVE-2019-14492,7.5,3.9,LOW,NONE,NONE
4984,CWE-476,CVE-2019-14493,7.5,3.9,LOW,NONE,NONE
4985,CWE-369,CVE-2019-14494,7.5,3.9,LOW,NONE,NONE
4986,CWE-787,CVE-2019-14495,9.8,3.9,LOW,NONE,NONE
4987,CWE-787,CVE-2019-14496,7.8,1.8,LOW,NONE,REQUIRED
4988,CWE-787,CVE-2019-14497,7.8,1.8,LOW,NONE,REQUIRED
4989,CWE-369,CVE-2019-14498,7.8,1.8,LOW,NONE,REQUIRED
4990,CWE-276,CVE-2019-14510,6.7,0.8,LOW,HIGH,NONE
4991,CWE-306,CVE-2019-14511,7.5,3.9,LOW,NONE,NONE
4992,CWE-79,CVE-2019-14512,6.1,2.8,LOW,NONE,REQUIRED
4993,CWE-125,CVE-2019-14513,7.5,3.9,LOW,NONE,NONE
4994,CWE-78,CVE-2019-14514,9.8,3.9,LOW,NONE,NONE
4995,CWE-295,CVE-2019-14516,7.4,2.2,HIGH,NONE,NONE
4996,CWE-79,CVE-2019-14517,6.1,2.8,LOW,NONE,REQUIRED
4997,CWE-79,CVE-2019-14518,5.4,2.3,LOW,LOW,REQUIRED
4998,CWE-22,CVE-2019-14521,7.5,3.9,LOW,NONE,NONE
4999,CWE-191,CVE-2019-14523,7.8,1.8,LOW,NONE,REQUIRED
5000,CWE-787,CVE-2019-14524,7.8,1.8,LOW,NONE,REQUIRED
5001,CWE-200,CVE-2019-14525,4.9,1.2,LOW,HIGH,NONE
5002,CWE-352,CVE-2019-14526,8.1,2.8,LOW,NONE,REQUIRED
5003,CWE-78,CVE-2019-14527,9.8,3.9,LOW,NONE,NONE
5004,CWE-787,CVE-2019-14528,7.8,1.8,LOW,NONE,REQUIRED
5005,CWE-89,CVE-2019-14529,9.8,3.9,LOW,NONE,NONE
5006,NVD-CWE-noinfo,CVE-2019-1453,7.5,3.9,LOW,NONE,NONE
5007,CWE-22,CVE-2019-14530,6.5,2.8,LOW,LOW,NONE
5008,CWE-125,CVE-2019-14531,9.8,3.9,LOW,NONE,NONE
5009,CWE-191,CVE-2019-14532,9.8,3.9,LOW,NONE,NONE
5010,CWE-416,CVE-2019-14533,7.8,1.8,LOW,NONE,REQUIRED
5011,CWE-476,CVE-2019-14534,5.5,1.8,LOW,NONE,REQUIRED
5012,CWE-369,CVE-2019-14535,7.8,1.8,LOW,NONE,REQUIRED
5013,CWE-843,CVE-2019-14537,9.8,3.9,LOW,NONE,NONE
5014,CWE-269,CVE-2019-1454,5.5,1.8,LOW,LOW,NONE
5015,CWE-502,CVE-2019-14540,9.8,3.9,LOW,NONE,NONE
5016,CWE-787,CVE-2019-14541,7.8,1.8,LOW,NONE,REQUIRED
5017,CWE-862,CVE-2019-14544,9.8,3.9,LOW,NONE,NONE
5018,CWE-79,CVE-2019-14546,5.4,2.3,LOW,LOW,REQUIRED
